Show,Platform,Week Ending,Minutes (Millions)
BOSS BABY: BACK IN BUSINESS,NETFLIX,"Nov. 22, 2020",509
BRITNEY VS SPEARS,NETFLIX,"Oct. 3, 2021",300
BRUISED,NETFLIX,"Nov. 28, 2021",654
BRUISED,NETFLIX,"Dec. 5, 2021",240
CHRISTMAS CHRONICLES 2,NETFLIX,"Nov. 29, 2020","1,518"
CHRISTMAS CHRONICLES 2,NETFLIX,"Dec. 6, 2020",639
CHRISTMAS CHRONICLES 2,NETFLIX,"Dec. 27, 2020",660
CONCRETE COWBOY,NETFLIX,"Apr. 4, 2021",190
CONCRETE COWBOY,NETFLIX,"Apr. 11, 2021",270
CONCRETE COWBOY,NETFLIX,"Apr. 18, 2021",115
DEAD MAN DOWN,NETFLIX,"May. 16, 2021",178
DEADLY ILLUSIONS,NETFLIX,"Mar. 21, 2021",279
DEADLY ILLUSIONS,NETFLIX,"Mar. 28, 2021",240
DOG GONE TROUBLE,NETFLIX,"May. 30, 2021",283
DOG GONE TROUBLE,NETFLIX,"Jun. 6, 2021",392
DOG GONE TROUBLE,NETFLIX,"Jun. 13, 2021",160
DOG GONE TROUBLE,NETFLIX,"Jun. 20, 2021",106
DON'T LOOK UP,NETFLIX,"Dec. 26, 2021",521
DON'T LOOK UP,NETFLIX,"Jan. 2, 2022","2,024"
DON'T LOOK UP,NETFLIX,"Jan. 9, 2022",807
DON'T LOOK UP,NETFLIX,"Jan. 16, 2022",440
DON'T LOOK UP,NETFLIX,"Jan. 23, 2022",278
DON'T LOOK UP,NETFLIX,"Jan. 30, 2022",165
ENOLA HOLMES,NETFLIX,"Sep. 27, 2020","1,165"
ENOLA HOLMES,NETFLIX,"Oct. 4, 2020",573
ENOLA HOLMES,NETFLIX,"Nov. 13, 2022",266
EXTINCT,NETFLIX,"Nov. 28, 2021",303
FATHER CHRISTMAS IS BACK,NETFLIX,"Nov. 14, 2021",174
FATHER WHO MOVES MOUNTAINS,NETFLIX,"Sep. 26, 2021",139
FATHERHOOD,NETFLIX,"Jun. 20, 2021",877
FATHERHOOD,NETFLIX,"Jun. 27, 2021",885
FATHERHOOD,NETFLIX,"Jul. 4, 2021",358
FATHERHOOD,NETFLIX,"Jul. 11, 2021",212
FEAR STREET PART 1: 1994,NETFLIX,"Jul. 4, 2021",248
FEAR STREET PART 1: 1994,NETFLIX,"Jul. 11, 2021",284
FEAR STREET PART 1: 1994,NETFLIX,"Jul. 18, 2021",199
FEAR STREET PART 2: 1978,NETFLIX,"Jul. 11, 2021",229
FEAR STREET PART 2: 1978,NETFLIX,"Jul. 18, 2021",259
FEAR STREET PART 3: 1666,NETFLIX,"Jul. 18, 2021",280
FINDING OHANA,NETFLIX,"Jan. 31, 2021",350
FINDING OHANA,NETFLIX,"Feb. 7, 2021",367
FINDING OHANA,NETFLIX,"Feb. 14, 2021",175
FINDING OHANA,NETFLIX,"Feb. 21, 2021",155
FIREDRAKE & SILVER DRAGON,NETFLIX,"Sep. 19, 2021",142
FRIENDS WITH BENEFITS,NETFLIX,"Apr. 11, 2021",142
GOING IN STYLE,NETFLIX,"Oct. 17, 2021",239
GOING IN STYLE,NETFLIX,"Oct. 24, 2021",210
GOOD BURGER,NETFLIX,"Jan. 17, 2021",117
GOOD ON PAPER,NETFLIX,"Jun. 27, 2021",279
GOOD ON PAPER,NETFLIX,"Jul. 4, 2021",190
GREEN ZONE,NETFLIX,"May. 2, 2021",135
GREEN ZONE,NETFLIX,"May. 9, 2021",208
GROWN UPS,NETFLIX,"Sep. 26, 2021",291
GROWN UPS,NETFLIX,"Oct. 3, 2021",211
GUNPOWDER MILKSHAKE,NETFLIX,"Jul. 18, 2021",543
GUNPOWDER MILKSHAKE,NETFLIX,"Jul. 25, 2021",290
HE'S ALL THAT,NETFLIX,"Aug. 29, 2021",326
HE'S ALL THAT,NETFLIX,"Sep. 5, 2021",287
HERE COMES THE BOOM,NETFLIX,"Nov. 28, 2021",240
HILLBILLY ELEGY,NETFLIX,"Nov. 29, 2020",787
HOCUS POCUS,NETFLIX,"Oct. 3, 2021",196
HOCUS POCUS,NETFLIX,"Oct. 16, 2022",243
HOLIDATE,NETFLIX,"Nov. 1, 2020",654
HOME (2015),NETFLIX,"May. 30, 2021",449
HOME (2015),NETFLIX,"Jun. 6, 2021",314
HOME (2015),NETFLIX,"Jun. 13, 2021",240
HOME (2015),NETFLIX,"Jun. 20, 2021",186
HOME (2015),NETFLIX,"Jun. 27, 2021",136
HOME (2015),NETFLIX,"Jul. 4, 2021",114
HOMEFRONT,NETFLIX,"Jan. 24, 2021",471
HOMEFRONT,NETFLIX,"Jan. 31, 2021",402
HOP,NETFLIX,"Apr. 4, 2021",217
HOP,NETFLIX,"Apr. 17, 2022",232
HOW THE GRINCH STOLE CHRISTMAS,NETFLIX,"Dec. 26, 2021",453
HOW THE GRINCH STOLE XMAS,NETFLIX,"Dec. 27, 2020",705
HUBIE HALLOWEEN,NETFLIX,"Oct. 11, 2020",969
HUBIE HALLOWEEN,NETFLIX,"Oct. 18, 2020",608
HYPNOTIC,NETFLIX,"Oct. 31, 2021",239
I AM ALL GIRLS,NETFLIX,"May. 16, 2021",104
I AM ALL GIRLS,NETFLIX,"May. 23, 2021",144
I CARE A LOT,NETFLIX,"Feb. 21, 2021",790
I CARE A LOT,NETFLIX,"Feb. 28, 2021",807
I CARE A LOT,NETFLIX,"Mar. 7, 2021",363
I CARE A LOT,NETFLIX,"Mar. 14, 2021",196
INTRUSION,NETFLIX,"Sep. 26, 2021",331
INTRUSION,NETFLIX,"Oct. 3, 2021",161
JIU JITSU (2021),NETFLIX,"Mar. 28, 2021",139
KATE,NETFLIX,"Sep. 12, 2021",428
KATE,NETFLIX,"Sep. 19, 2021",413
KATE,NETFLIX,"Sep. 26, 2021",147
KING ARTHUR: LEGEND OF SWORD,NETFLIX,"Oct. 31, 2021",324
KING ARTHUR: LEGEND OF SWORD,NETFLIX,"Nov. 7, 2021",130
KUNG FU PANDA,NETFLIX,"Jul. 11, 2021",224
LAST LOVER FROM YOUR LOVER,NETFLIX,"Aug. 1, 2021",167
LEGALLY BLONDE,NETFLIX,"Apr. 11, 2021",165
LOVE HAPPENS,NETFLIX,"May. 9, 2021",220
LOVE HARD,NETFLIX,"Nov. 7, 2021",455
LOVE HARD,NETFLIX,"Nov. 14, 2021",646
LOVE HARD,NETFLIX,"Nov. 21, 2021",294
MADAGASCAR 3,NETFLIX,"May. 2, 2021",115
MADAGASCAR 3,NETFLIX,"May. 9, 2021",244
MADAGASCAR 3,NETFLIX,"May. 16, 2021",146
MAJOR PAYNE,NETFLIX,"Aug. 8, 2021",267
MAJOR PAYNE,NETFLIX,"Aug. 15, 2021",335
MAJOR PAYNE,NETFLIX,"Aug. 22, 2021",122
MONSTER (2021),NETFLIX,"May. 16, 2021",102
MONSTERS VS. ALIENS,NETFLIX,"Jun. 6, 2021",135
MONSTERS VS. ALIENS,NETFLIX,"Jun. 13, 2021",127
MOXIE,NETFLIX,"Mar. 7, 2021",257
MOXIE,NETFLIX,"Mar. 14, 2021",158
MY LITTLE PONY: NEW GENERATION,NETFLIX,"Sep. 26, 2021",209
MY LITTLE PONY: NEW GENERATION,NETFLIX,"Oct. 3, 2021",393
MY LITTLE PONY: NEW GENERATION,NETFLIX,"Oct. 17, 2021",136
MY LITTLE PONY: NEXT GENERATION,NETFLIX,"Oct. 10, 2021",232
MY LITTLE PONY: NEXT GENERATION,NETFLIX,"Oct. 24, 2021",109
NIGHT TEETH,NETFLIX,"Oct. 24, 2021",188
NIGHT TEETH,NETFLIX,"Oct. 31, 2021",164
NIGHTBOOKS,NETFLIX,"Sep. 19, 2021",163
NO ESCAPE,NETFLIX,"Mar. 7, 2021",141
NO ONE GETS OUT ALIVE,NETFLIX,"Oct. 3, 2021",152
OCTONAUTS & THE RING OF FIRE,NETFLIX,"Apr. 4, 2021",176
OPERATION VARSITY BLUES,NETFLIX,"Mar. 21, 2021",291
OPERATION VARSITY BLUES,NETFLIX,"Mar. 28, 2021",227
OUTSIDE THE WIRE,NETFLIX,"Jan. 17, 2021",556
OUTSIDE THE WIRE,NETFLIX,"Jan. 24, 2021",553
OUTSIDE THE WIRE,NETFLIX,"Jan. 31, 2021",190
PARKER (2013),NETFLIX,"Mar. 14, 2021",345
PARKER (2013),NETFLIX,"Mar. 21, 2021",135
PASING,NETFLIX,"Nov. 14, 2021",236
PIECES OF A WOMAN,NETFLIX,"Jan. 10, 2021",190
POMS,NETFLIX,"Aug. 8, 2021",124
PREMONITION,NETFLIX,"Oct. 10, 2021",152
PROJECT POWER,NETFLIX,"Aug. 16, 2020",904
PROJECT POWER,NETFLIX,"Aug. 23, 2020",761
RANGO,NETFLIX,"Mar. 12, 2023",213
RED NOTICE,NETFLIX,"Nov. 14, 2021","1,843"
RED NOTICE,NETFLIX,"Nov. 21, 2021","1,710"
RED NOTICE,NETFLIX,"Nov. 28, 2021",954
RED NOTICE,NETFLIX,"Dec. 5, 2021",353
RED NOTICE,NETFLIX,"Dec. 12, 2021",280
RED NOTICE,NETFLIX,"Jan. 2, 2022",288
RED NOTICE,NETFLIX,"Jan. 16, 2022",143
REPLICAS,NETFLIX,"Nov. 7, 2021",173
RESORT TO LOVE,NETFLIX,"Aug. 1, 2021",176
RESORT TO LOVE,NETFLIX,"Aug. 8, 2021",213
RUROUNI KENSHIN: BEGINNING,NETFLIX,"Aug. 8, 2021",126
SABOTAGE (2014),NETFLIX,"May. 23, 2021",174
SABOTAGE (2014),NETFLIX,"May. 30, 2021",122
SAFE HAVEN,NETFLIX,"Mar. 14, 2021",140
SAFE HOUSE (2012),NETFLIX,"Sep. 19, 2021",355
SAFE HOUSE (2012),NETFLIX,"Sep. 26, 2021",223
SAS: RISE OF THE BLACK SWAN,NETFLIX,"Sep. 5, 2021",286
SAVAGES,NETFLIX,"Mar. 21, 2021",434
SAVAGES,NETFLIX,"Mar. 28, 2021",162
SAVING PRIVATE RYAN,NETFLIX,"Apr. 11, 2021",212
SAVING PRIVATE RYAN,NETFLIX,"Apr. 18, 2021",130
SCARFACE,NETFLIX,"May. 9, 2021",138
SCHOOL OF ROCK,NETFLIX,"Sep. 12, 2021",185
SEASPIRACY,NETFLIX,"Apr. 4, 2021",136
SECRET MAGIC CONTROL AGENCY,NETFLIX,"Mar. 28, 2021",201
SECRET MAGIC CONTROL AGENCY,NETFLIX,"Apr. 4, 2021",268
SINGLE ALL THE WAY,NETFLIX,"Dec. 5, 2021",235
SNIPER: GHOST SHOOTER,NETFLIX,"Apr. 11, 2021",209
SOMEONE INSIDE YOUR HOUSE,NETFLIX,"Oct. 10, 2021",207
SOMETHING BORROWED,NETFLIX,"Oct. 10, 2021",174
SPACE SWEEPERS,NETFLIX,"Feb. 14, 2021",140
SPENSER CONFIDENTIAL,NETFLIX,"Mar. 15, 2020","1,254"
SPENSER CONFIDENTIAL,NETFLIX,"Mar. 22, 2020",708
STOWAWAY,NETFLIX,"Apr. 25, 2021",359
STOWAWAY,NETFLIX,"May. 2, 2021",271
SWEET GIRL,NETFLIX,"Aug. 22, 2021",658
SWEET GIRL,NETFLIX,"Aug. 29, 2021",519
SYNCHRONIC,NETFLIX,"Apr. 18, 2021",250
SYNCHRONIC,NETFLIX,"Apr. 25, 2021",218
TALLADEGA NIGHTS,NETFLIX,"Jul. 11, 2021",204
THE CHRISTMAS CHRONICLES,NETFLIX,"Dec. 12, 2021",200
THE CHRISTMAS CHRONICLES,NETFLIX,"Dec. 19, 2021",206
THE CHRISTMAS CHRONICLES,NETFLIX,"Dec. 26, 2021",391
THE CONJURING 2,NETFLIX,"Feb. 28, 2021",184
THE CROODS,NETFLIX,"Jan. 3, 2021",185
THE CROODS,NETFLIX,"May. 7, 2023",274
THE CROODS,NETFLIX,"May. 14, 2023",312
THE CROODS,NETFLIX,"May. 21, 2023",232
THE CROODS,NETFLIX,"Jan. 7, 2024",424
THE CROODS,NETFLIX,"Jan. 14, 2024",458
THE DARK KNIGHT,NETFLIX,"Mar. 7, 2021",176
THE DARK KNIGHT,NETFLIX,"Mar. 14, 2021",157
THE DEVIL BELOW,NETFLIX,"Jun. 20, 2021",146
THE DIG (2021),NETFLIX,"Jan. 31, 2021",430
THE DIG (2021),NETFLIX,"Feb. 7, 2021",403
THE DIG (2021),NETFLIX,"Feb. 14, 2021",187
THE FORGOTTEN BATTLE,NETFLIX,"Oct. 17, 2021",195
THE FORGOTTEN BATTLE,NETFLIX,"Oct. 24, 2021",216
THE GUILTY,NETFLIX,"Oct. 3, 2021",469
THE GUILTY,NETFLIX,"Oct. 10, 2021",445
THE GUILTY,NETFLIX,"Oct. 17, 2021",155
THE HARDER THEY FALL,NETFLIX,"Nov. 7, 2021","1,190"
THE HARDER THEY FALL,NETFLIX,"Nov. 14, 2021",564
THE HARDER THEY FALL,NETFLIX,"Nov. 21, 2021",253
THE HOLIDAY,NETFLIX,"Oct. 10, 2021",154
THE ICE ROAD,NETFLIX,"Jun. 27, 2021",714
THE ICE ROAD,NETFLIX,"Jul. 4, 2021",553
THE ICE ROAD,NETFLIX,"Jul. 11, 2021",283
THE KISSING BOOTH 3,NETFLIX,"Aug. 15, 2021",451
THE KISSING BOOTH 3,NETFLIX,"Aug. 22, 2021",132
THE LAST BLOCKBUSTER,NETFLIX,"Mar. 21, 2021",133
THE LITTLE RASCALS,NETFLIX,"Apr. 11, 2021",145
THE LITTLE RASCALS,NETFLIX,"Apr. 18, 2021",153
THE LITTLE RASCALS,NETFLIX,"Apr. 25, 2021",95
THE LOSERS,NETFLIX,"Aug. 8, 2021",328
THE LOST HUSBAND,NETFLIX,"Aug. 16, 2020",667
THE LOUD HOUSE MOVIE,NETFLIX,"Aug. 22, 2021",166
THE LOUD HOUSE MOVIE,NETFLIX,"Aug. 29, 2021",213
THE MIDNIGHT SKY,NETFLIX,"Dec. 27, 2020","1,113"
THE MIDNIGHT SKY,NETFLIX,"Jan. 3, 2021",491
THE MITCHELLS VS THE MACHINES,NETFLIX,"May. 2, 2021",516
THE MITCHELLS VS THE MACHINES,NETFLIX,"May. 9, 2021",853
THE MITCHELLS VS THE MACHINES,NETFLIX,"May. 16, 2021",495
THE MITCHELLS VS THE MACHINES,NETFLIX,"May. 23, 2021",401
THE MITCHELLS VS THE MACHINES,NETFLIX,"May. 30, 2021",302
THE MITCHELLS VS THE MACHINES,NETFLIX,"Jun. 6, 2021",210
THE MITCHELLS VS THE MACHINES,NETFLIX,"Jun. 13, 2021",167
THE MITCHELLS VS THE MACHINES,NETFLIX,"Jun. 20, 2021",116
THE MITCHELLS VS THE MACHINES,NETFLIX,"Jun. 27, 2021",131
THE NET,NETFLIX,"Aug. 15, 2021",143
THE NEXT THREE DAYS,NETFLIX,"Jan. 31, 2021",646
THE NEXT THREE DAYS,NETFLIX,"Feb. 7, 2021",185
THE PAPER TIGERS,NETFLIX,"Aug. 15, 2021",131
THE POWER OF THE DOG,NETFLIX,"Dec. 5, 2021",470
THE POWER OF THE DOG,NETFLIX,"Dec. 12, 2021",209
THE PRINCESS SWITCH 3,NETFLIX,"Nov. 21, 2021",195
THE SANTA CLAUSE,NETFLIX,"Dec. 12, 2021",193
THE SANTA CLAUSE,NETFLIX,"Dec. 19, 2021",215
THE SANTA CLAUSE,NETFLIX,"Dec. 26, 2021",356
THE SHACK,NETFLIX,"Dec. 12, 2021",202
THE SHACK,NETFLIX,"Dec. 19, 2021",398
THE STAND-IN,NETFLIX,"Apr. 18, 2021",114
THE STARLING,NETFLIX,"Sep. 26, 2021",250
THE STARLING,NETFLIX,"Oct. 3, 2021",322
THE UNFORGIVABLE,NETFLIX,"Dec. 19, 2021",566
THE UNFORGIVABLE,NETFLIX,"Jan. 2, 2022",323
THE VANISHED,NETFLIX,"Jan. 24, 2021",406
THE VANISHED,NETFLIX,"Jan. 31, 2021",349
THE VANISHED,NETFLIX,"Feb. 7, 2021",195
THE WHITE TIGER,NETFLIX,"Jan. 24, 2021",188
THE WOMAN IN THE WINDOW,NETFLIX,"May. 16, 2021",500
THE WOMAN IN THE WINDOW,NETFLIX,"May. 23, 2021",456
THE WOMAN IN THE WINDOW,NETFLIX,"May. 30, 2021",162
THINGS HEARD & SEEN,NETFLIX,"May. 9, 2021",239
THINGS HEARD AND SEEN,NETFLIX,"May. 2, 2021",434
THUNDER FORCE,NETFLIX,"Apr. 11, 2021",950
THUNDER FORCE,NETFLIX,"Apr. 18, 2021",742
THUNDER FORCE,NETFLIX,"Apr. 25, 2021",318
THUNDER FORCE,NETFLIX,"May. 2, 2021",131
TITANIC,NETFLIX,"Oct. 10, 2021",349
TITANIC,NETFLIX,"Oct. 17, 2021",158
TITANIC,NETFLIX,"Oct. 24, 2021",117
TITANIC,NETFLIX,"Jun. 12, 2022",149
TITANIC,NETFLIX,"Jul. 9, 2023",421
TITANIC,NETFLIX,"Jul. 16, 2023",294
TO ALL THE BOYS,NETFLIX,"Feb. 14, 2021",320
TO ALL THE BOYS,NETFLIX,"Feb. 21, 2021",193
TROLLHUNTERS: RISE OF TITANS,NETFLIX,"Jul. 25, 2021",187
TWILIGHT,NETFLIX,"Aug. 1, 2021",155
TWILIGHT: BREAKING DAWN PT. 2,NETFLIX,"Jul. 25, 2021",198
TWILIGHT: ECLIPSE,NETFLIX,"Jul. 25, 2021",244
TWILIGHT: NEW MOON,NETFLIX,"Jul. 25, 2021",284
UNKNOWN,NETFLIX,"Jan. 3, 2021",307
UNKNOWN,NETFLIX,"Jan. 10, 2021",330
UNKNOWN,NETFLIX,"Jan. 17, 2021",100
VIVO,NETFLIX,"Aug. 8, 2021",493
VIVO,NETFLIX,"Aug. 15, 2021",802
VIVO,NETFLIX,"Aug. 22, 2021",475
VIVO,NETFLIX,"Aug. 29, 2021",276
VIVO,NETFLIX,"Sep. 5, 2021",219
VIVO,NETFLIX,"Sep. 19, 2021",144
WAR DOGS,NETFLIX,"Feb. 14, 2021",326
WAR DOGS,NETFLIX,"Feb. 21, 2021",134
WE CAN BE HEROES,NETFLIX,"Jan. 3, 2021",626
WE CAN BE HEROES,NETFLIX,"Jan. 10, 2021",353
WE CAN BE HEROES,NETFLIX,"Jan. 17, 2021",316
WE CAN BE HEROES,NETFLIX,"Jan. 24, 2021",213
WE CAN BE HEROES,NETFLIX,"Feb. 7, 2021",146
WELCOME HOME ROSCOE JENKINS,NETFLIX,"Sep. 5, 2021",211
WELCOME HOME ROSCOE JENKINS,NETFLIX,"Sep. 12, 2021",151
WHAT LIES BELOW (2020),NETFLIX,"Apr. 11, 2021",294
WHY DID YOU KILL ME,NETFLIX,"Apr. 18, 2021",253
WIND RIVER,NETFLIX,"Sep. 5, 2021",223
WIND RIVER,NETFLIX,"Sep. 12, 2021",189
WISH DRAGON,NETFLIX,"Jun. 13, 2021",366
WISH DRAGON,NETFLIX,"Jun. 20, 2021",530
WISH DRAGON,NETFLIX,"Jun. 27, 2021",346
WISH DRAGON,NETFLIX,"Jul. 4, 2021",204
WORTH,NETFLIX,"Sep. 12, 2021",237
YES DAY,NETFLIX,"Mar. 14, 2021",402
YES DAY,NETFLIX,"Mar. 21, 2021",593
YES DAY,NETFLIX,"Mar. 28, 2021",264
YES DAY,NETFLIX,"Apr. 4, 2021",118
YOUR HIGHNESS,NETFLIX,"May. 9, 2021",129
ALL THE OLD KNIVES,AMAZON,"Apr. 10, 2022",208
ALL THE OLD KNIVES,AMAZON,"Apr. 17, 2022",174
HALFTIME,AMAZON,"Jun. 19, 2022",237
HOTEL TRANSYLVANIA: TRANSFORMANIA,AMAZON,"Jan. 16, 2022",823
HOTEL TRANSYLVANIA: TRANSFORMANIA,AMAZON,"Jan. 23, 2022",595
HOTEL TRANSYLVANIA: TRANSFORMANIA,AMAZON,"Jan. 30, 2022",194
I WANT YOU BACK,AMAZON,"Feb. 13, 2022",149
NOPE,AMAZON,"Mar. 26, 2023",249
NOPE,AMAZON,"Apr. 2, 2023",167
SAMARITAN,AMAZON,"Aug. 28, 2022",567
SAMARITAN,AMAZON,"Sep. 4, 2022",378
SING 2,AMAZON,"Apr. 3, 2022",245
SING 2,AMAZON,"Apr. 10, 2022",226
SONIC THE HEDGEHOG,AMAZON,"Apr. 24, 2022",127
THIRTEEN LIVES,AMAZON,"Aug. 7, 2022",323
THIRTEEN LIVES,AMAZON,"Aug. 14, 2022",333
TOP GUN,AMA/NET,"May. 29, 2022",432
TOP GUN,AMA/NET,"Jun. 5, 2022",405
TOP GUN,AMAZON,"Jun. 12, 2022",244
TOP GUN,AMAZON,"Jun. 19, 2022",219
SPIRITED,APPLE TV+,"Nov. 27, 2022",444
BLACK PANTHER,DISNEY+,"Nov. 13, 2022",289
CHEAPER BY THE DOZEN,DISNEY+,"Mar. 20, 2022",242
CHEAPER BY THE DOZEN,DISNEY+,"Mar. 27, 2022",278
CHEAPER BY THE DOZEN,DISNEY+,"Apr. 3, 2022",139
CHIP 'N DALE: RESCUE RANGERS,DISNEY+,"May. 29, 2022",481
CHIP 'N DALE: RESCUE RANGERS,DISNEY+,"Jun. 5, 2022",231
DISENCHANTED,DISNEY+,"Nov. 20, 2022",612
DISENCHANTED,DISNEY+,"Nov. 27, 2022",565
DOCTOR STRANGE MULTIVERSE,DISNEY+,"Jun. 26, 2022","1,430"
DOCTOR STRANGE MULTIVERSE,DISNEY+,"Jul. 3, 2022",620
DOCTOR STRANGE MULTIVERSE,DISNEY+,"Jul. 10, 2022",362
DOCTOR STRANGE MULTIVERSE,DISNEY+,"Jul. 24, 2022",198
DOCTOR STRANGE MULTIVERSE,DISNEY+,"Jul. 31, 2022",161
ENTERNALS,DISNEY+,"Jan. 30, 2022",251
ETERNALS,DISNEY+,"Jan. 23, 2022",557
ETERNALS,DISNEY+,"Feb. 6, 2022",197
ETERNALS,DISNEY+,"Feb. 27, 2022",161
FREE GUY,DISNEY+,"Feb. 27, 2022","1,025"
FREE GUY,DISNEY+,"Mar. 6, 2022",487
FREE GUY,DISNEY+,"Mar. 13, 2022",263
HOCUS POCUS 2,DISNEY+,"Oct. 2, 2022","2,725"
HOCUS POCUS 2,DISNEY+,"Oct. 9, 2022","1,099"
HOCUS POCUS 2,DISNEY+,"Oct. 16, 2022",522
HOCUS POCUS 2,DISNEY+,"Oct. 23, 2022",386
HOCUS POCUS 2,DISNEY+,"Oct. 30, 2022",429
HOCUS POCUS 2,DISNEY+,"Nov. 6, 2022",282
ICE AGE: ADVENTURES OF BUCK WILD,DISNEY+,"Feb. 6, 2022",311
LIGHTYEAR,DISNEY+,"Aug. 7, 2022","1,306"
LIGHTYEAR,DISNEY+,"Aug. 14, 2022",700
LIGHTYEAR,DISNEY+,"Aug. 21, 2022",361
LIGHTYEAR,DISNEY+,"Aug. 28, 2022",251
LIGHTYEAR,DISNEY+,"Sep. 4, 2022",211
PINOCCHIO,DISNEY+,"Sep. 11, 2022",930
PINOCCHIO,DISNEY+,"Sep. 18, 2022",510
PINOCCHIO,DISNEY+,"Sep. 25, 2022",282
RON'S GONE WRONG,DISNEY+,"Jan. 2, 2022",378
RON'S GONE WRONG,DISNEY+,"Jan. 9, 2022",175
STRANGE WORLD,DISNEY+,"Dec. 25, 2022",527
STRANGE WORLD,DISNEY+,"Jan. 1, 2023",753
STRANGE WORLD,DISNEY+,"Jan. 8, 2023",433
STRANGE WORLD,DISNEY+,"Jan. 15, 2023",248
STRANGE WORLD,DISNEY+,"Jan. 22, 2023",200
THE ICE AGE ADVENTURES OF BUCK,DISNEY+,"Jan. 30, 2022",347
THOR: LOVE AND THUNDER,DISNEY+,"Sep. 11, 2022","1,500"
THOR: LOVE AND THUNDER,DISNEY+,"Sep. 18, 2022",621
THOR: LOVE AND THUNDER,DISNEY+,"Sep. 25, 2022",309
TURNING RED,DISNEY+,"Mar. 13, 2022","1,701"
TURNING RED,DISNEY+,"Mar. 20, 2022","1,675"
TURNING RED,DISNEY+,"Mar. 27, 2022",977
TURNING RED,DISNEY+,"Apr. 3, 2022",650
TURNING RED,DISNEY+,"Apr. 10, 2022",564
TURNING RED,DISNEY+,"Apr. 17, 2022",451
TURNING RED,DISNEY+,"Apr. 24, 2022",378
TURNING RED,DISNEY+,"May. 1, 2022",364
TURNING RED,DISNEY+,"May. 8, 2022",340
TURNING RED,DISNEY+,"May. 15, 2022",227
TURNING RED,DISNEY+,"May. 22, 2022",257
TURNING RED,DISNEY+,"Jun. 5, 2022",220
TURNING RED,DISNEY+,"Jun. 12, 2022",198
TURNING RED,DISNEY+,"Jun. 19, 2022",183
TURNING RED,DISNEY+,"Jul. 3, 2022",153
TURNING RED,DISNEY+,"Jul. 31, 2022",142
WEST SIDE STORY (2021),DISNEY+,"Mar. 6, 2022",313
WEST SIDE STORY (2021),DISNEY+,"Mar. 13, 2022",156
ZOMBIES 3,DISNEY+,"Jul. 17, 2022",332
ZOMBIES 3,DISNEY+,"Jul. 24, 2022",266
ZOMBIES 3,DISNEY+,"Jul. 31, 2022",139
A CHRISTMAS STORY,HBO MAX,"Dec. 25, 2022",525
BARBARIAN,HBO MAX,"Oct. 30, 2022",247
BLACK ADAM,HBO MAX,"Dec. 18, 2022",632
BLACK ADAM,HBO MAX,"Jan. 1, 2023",333
DC LEAGUE OF SUPER PETS,HBO MAX,"Oct. 2, 2022",408
DON'T WORRY DARLING,HBO MAX,"Nov. 13, 2022",290
ELVIS,HBO MAX,"Sep. 4, 2022",482
ELVIS,HBO MAX,"Sep. 11, 2022",400
ELVIS,HBO MAX,"Sep. 18, 2022",246
FANTASTIC BEASTS,HBO MAX,"Jun. 5, 2022",758
FANTASTIC BEASTS,HBO MAX,"Jun. 12, 2022",273
FANTASTIC BEASTS,HBO MAX,"Jun. 19, 2022",152
FATHER OF THE BRIDE,HBO MAX,"Jun. 19, 2022",273
NATIONAL LAMPOON'S CHRISTMAS,HBO MAX,"Dec. 25, 2022",580
RUSH HOUR,HBO MAX,"Oct. 9, 2022",269
THE BOB'S BURGERS MOVIE,HBO MAX,"Jul. 17, 2022",431
THE BOB'S BURGERS MOVIE,HBO MAX,"Jul. 24, 2022",183
THE DARK KNIGHT RISES,HBO MAX,"Jul. 10, 2022",243
DEEP WATER,HULU,"Mar. 20, 2022",206
DEEP WATER,HULU,"Mar. 27, 2022",229
DISAPPEARANCE AT CLIFTON HILL,HULU,"Jun. 5, 2022",307
HELLRAISER,HULU,"Oct. 9, 2022",248
LEAVE NO TRACE,HULU,"Jul. 10, 2022",226
PREY,HULU,"Aug. 7, 2022",585
PREY,HULU,"Aug. 14, 2022",480
PREY,HULU,"Aug. 21, 2022",212
TOP GUN,AMA/NET,"May. 29, 2022",432
TOP GUN,AMA/NET,"Jun. 5, 2022",405
TOWER HEIST,HULU,"Aug. 7, 2022",347
"10,000 BC",NETFLIX,"Jun. 12, 2022",131
12 STRONG,NETFLIX,"Jul. 17, 2022",477
365 DAYS: THIS DAY,NETFLIX,"May. 1, 2022",182
A JAZZMAN'S BLUES,NETFLIX,"Sep. 25, 2022",249
A JAZZMAN'S BLUES,NETFLIX,"Oct. 2, 2022",406
A MADEA HOMECOMING,NETFLIX,"Feb. 27, 2022","1,037"
A MADEA HOMECOMING,NETFLIX,"Mar. 6, 2022",746
A MADEA HOMECOMING,NETFLIX,"Mar. 13, 2022",256
A PERFECT PAIRING,NETFLIX,"May. 22, 2022",442
A PERFECT PAIRING,NETFLIX,"May. 29, 2022",307
A WALK AMONG THE TOMBSTONES,NETFLIX,"Mar. 20, 2022",420
A WALK AMONG THE TOMBSTONES,NETFLIX,"Mar. 27, 2022",289
AFTER WE FELL,NETFLIX,"Jan. 23, 2022",190
AGAINST THE ICE,NETFLIX,"Mar. 6, 2022",235
ALL QUIET ON THE WESTERN FRONT,NETFLIX,"Oct. 30, 2022",339
